instance_id,track_target,status_target,polished_best_true_objective_target,polished_best_feasible_target,j_no_action_target,improvement_scale_target,target_regime_target,final_target,track_baseline,status_baseline,polished_best_true_objective_baseline,polished_best_feasible_baseline,j_no_action_baseline,improvement_scale_baseline,target_regime_baseline,final_baseline,uplift,uplift_normalized,comparison,target
x05_stress_20231222_do_not_sell,qaoa,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,random_uniform,OK,1.0794535056156107,True,1.1789247977277144,0.10422344675067308,stress,1.0794535056156107,0.0047521546385695945,0.04559583075330317,qaoa_vs_random_uniform,qaoa
x02_stress_20230103_banking_concentrated,qaoa,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,random_stratified,OK,1.1042579954212823,True,1.5722807277949764,0.4695393772432437,stress,1.1042579954212823,0.0015166448695496104,0.0032300696023709985,qaoa_vs_random_stratified,qaoa
x03_normal_20230621_high_volatility,qaoa,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,random_stratified,OK,1.094396734383448,True,1.6018665233236042,0.5077638029067792,normal,1.094396734383448,0.00029401396662298573,0.0005790368768704136,qaoa_vs_random_stratified,qaoa
x04_volatile_20231016_high_cash,qaoa,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,random_stratified,OK,1.1970395527112545,True,1.511976710362633,0.3276344501408941,volatile,1.1970395527112545,0.012697292489515677,0.03875444869749016,qaoa_vs_random_stratified,qaoa
x05_stress_20231222_do_not_sell,qaoa,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,random_stratified,OK,1.0778664778747418,True,1.1789247977277144,0.10422344675067308,stress,1.0778664778747418,0.003165126897700654,0.030368664598786295,qaoa_vs_random_stratified,qaoa
x02_stress_20230103_banking_concentrated,qaoa,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,boltzmann,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,0.0,0.0,qaoa_vs_boltzmann,qaoa
x03_normal_20230621_high_volatility,qaoa,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,boltzmann,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,0.0,0.0,qaoa_vs_boltzmann,qaoa
x04_volatile_20231016_high_cash,qaoa,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,boltzmann,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,0.0,0.0,qaoa_vs_boltzmann,qaoa
x05_stress_20231222_do_not_sell,qaoa,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,boltzmann,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,0.0,0.0,qaoa_vs_boltzmann,qaoa
x02_stress_20230103_banking_concentrated,qaoa,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,classical_true_compute,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,0.0,0.0,qaoa_vs_classical_true_compute,qaoa
x03_normal_20230621_high_volatility,qaoa,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,classical_true_compute,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,0.0,0.0,qaoa_vs_classical_true_compute,qaoa
x04_volatile_20231016_high_cash,qaoa,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,classical_true_compute,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,0.0,0.0,qaoa_vs_classical_true_compute,qaoa
x05_stress_20231222_do_not_sell,qaoa,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,classical_true_compute,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,0.0,0.0,qaoa_vs_classical_true_compute,qaoa
x02_stress_20230103_banking_concentrated,qaoa,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,random_uniform_compute,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,0.0,0.0,qaoa_vs_random_uniform_compute,qaoa
x03_normal_20230621_high_volatility,qaoa,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,random_uniform_compute,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,0.0,0.0,qaoa_vs_random_uniform_compute,qaoa
x04_volatile_20231016_high_cash,qaoa,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,random_uniform_compute,OK,1.1906541248490543,True,1.511976710362633,0.3276344501408941,volatile,1.1906541248490543,0.006311864627315478,0.01926496015483463,qaoa_vs_random_uniform_compute,qaoa
x05_stress_20231222_do_not_sell,qaoa,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,random_uniform_compute,OK,1.076133786141932,True,1.1789247977277144,0.10422344675067308,stress,1.076133786141932,0.0014324351648908884,0.013743885944566861,qaoa_vs_random_uniform_compute,qaoa
x02_stress_20230103_banking_concentrated,qaoa_transfer,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,classical_true,OK,1.103373673376343,True,1.5722807277949764,0.4695393772432437,stress,1.103373673376343,0.000632322824610343,0.0013466875309219694,qaoa_transfer_vs_classical_true,qaoa_transfer
x03_normal_20230621_high_volatility,qaoa_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,classical_true,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,0.0,0.0,qaoa_transfer_vs_classical_true,qaoa_transfer
x04_volatile_20231016_high_cash,qaoa_transfer,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,classical_true,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,0.0,0.0,qaoa_transfer_vs_classical_true,qaoa_transfer
x05_stress_20231222_do_not_sell,qaoa_transfer,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,classical_true,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,0.0,0.0,qaoa_transfer_vs_classical_true,qaoa_transfer
x02_stress_20230103_banking_concentrated,qaoa_transfer,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,classical_surrogate,OK,1.1039142387981975,True,1.5722807277949764,0.4695393772432437,stress,1.1039142387981975,0.001172888246464776,0.0024979550242431835,qaoa_transfer_vs_classical_surrogate,qaoa_transfer
x03_normal_20230621_high_volatility,qaoa_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,classical_surrogate,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,0.0,0.0,qaoa_transfer_vs_classical_surrogate,qaoa_transfer
x04_volatile_20231016_high_cash,qaoa_transfer,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,classical_surrogate,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,0.0,0.0,qaoa_transfer_vs_classical_surrogate,qaoa_transfer
x05_stress_20231222_do_not_sell,qaoa_transfer,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,classical_surrogate,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,0.0,0.0,qaoa_transfer_vs_classical_surrogate,qaoa_transfer
x02_stress_20230103_banking_concentrated,qaoa_transfer,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,random_uniform,OK,1.106010570786646,True,1.5722807277949764,0.4695393772432437,stress,1.106010570786646,0.0032692202349133836,0.0069626114301799494,qaoa_transfer_vs_random_uniform,qaoa_transfer
x03_normal_20230621_high_volatility,qaoa_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,random_uniform,OK,1.097517084121839,True,1.6018665233236042,0.5077638029067792,normal,1.097517084121839,0.003414363705013912,0.006724314898911291,qaoa_transfer_vs_random_uniform,qaoa_transfer
x04_volatile_20231016_high_cash,qaoa_transfer,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,random_uniform,OK,1.1985476294719049,True,1.511976710362633,0.3276344501408941,volatile,1.1985476294719049,0.014205369250166022,0.043357373573069694,qaoa_transfer_vs_random_uniform,qaoa_transfer
x05_stress_20231222_do_not_sell,qaoa_transfer,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,random_uniform,OK,1.0794535056156107,True,1.1789247977277144,0.10422344675067308,stress,1.0794535056156107,0.0047521546385695945,0.04559583075330317,qaoa_transfer_vs_random_uniform,qaoa_transfer
x02_stress_20230103_banking_concentrated,qaoa_transfer,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,random_stratified,OK,1.1042579954212823,True,1.5722807277949764,0.4695393772432437,stress,1.1042579954212823,0.0015166448695496104,0.0032300696023709985,qaoa_transfer_vs_random_stratified,qaoa_transfer
x03_normal_20230621_high_volatility,qaoa_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,random_stratified,OK,1.094396734383448,True,1.6018665233236042,0.5077638029067792,normal,1.094396734383448,0.00029401396662298573,0.0005790368768704136,qaoa_transfer_vs_random_stratified,qaoa_transfer
x04_volatile_20231016_high_cash,qaoa_transfer,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,random_stratified,OK,1.1970395527112545,True,1.511976710362633,0.3276344501408941,volatile,1.1970395527112545,0.012697292489515677,0.03875444869749016,qaoa_transfer_vs_random_stratified,qaoa_transfer
x05_stress_20231222_do_not_sell,qaoa_transfer,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,random_stratified,OK,1.0778664778747418,True,1.1789247977277144,0.10422344675067308,stress,1.0778664778747418,0.003165126897700654,0.030368664598786295,qaoa_transfer_vs_random_stratified,qaoa_transfer
x02_stress_20230103_banking_concentrated,qaoa_transfer,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,boltzmann,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,0.0,0.0,qaoa_transfer_vs_boltzmann,qaoa_transfer
x03_normal_20230621_high_volatility,qaoa_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,boltzmann,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,0.0,0.0,qaoa_transfer_vs_boltzmann,qaoa_transfer
x04_volatile_20231016_high_cash,qaoa_transfer,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,boltzmann,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,0.0,0.0,qaoa_transfer_vs_boltzmann,qaoa_transfer
x05_stress_20231222_do_not_sell,qaoa_transfer,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,boltzmann,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,0.0,0.0,qaoa_transfer_vs_boltzmann,qaoa_transfer
x02_stress_20230103_banking_concentrated,qaoa_transfer,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,classical_true_compute_transfer,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,0.0,0.0,qaoa_transfer_vs_classical_true_compute_transfer,qaoa_transfer
x03_normal_20230621_high_volatility,qaoa_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,classical_true_compute_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,0.0,0.0,qaoa_transfer_vs_classical_true_compute_transfer,qaoa_transfer
x04_volatile_20231016_high_cash,qaoa_transfer,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,classical_true_compute_transfer,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,0.0,0.0,qaoa_transfer_vs_classical_true_compute_transfer,qaoa_transfer
x05_stress_20231222_do_not_sell,qaoa_transfer,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,classical_true_compute_transfer,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,0.0,0.0,qaoa_transfer_vs_classical_true_compute_transfer,qaoa_transfer
x02_stress_20230103_banking_concentrated,qaoa_transfer,OK,1.1027413505517327,True,1.5722807277949764,0.4695393772432437,stress,1.1027413505517327,random_uniform_compute_transfer,OK,1.1044396048803309,True,1.5722807277949764,0.4695393772432437,stress,1.1044396048803309,0.0016982543285981588,0.0036168517719832954,qaoa_transfer_vs_random_uniform_compute_transfer,qaoa_transfer
x03_normal_20230621_high_volatility,qaoa_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,random_uniform_compute_transfer,OK,1.094102720416825,True,1.6018665233236042,0.5077638029067792,normal,1.094102720416825,0.0,0.0,qaoa_transfer_vs_random_uniform_compute_transfer,qaoa_transfer
x04_volatile_20231016_high_cash,qaoa_transfer,OK,1.1843422602217388,True,1.511976710362633,0.3276344501408941,volatile,1.1843422602217388,random_uniform_compute_transfer,OK,1.1908623822253146,True,1.511976710362633,0.3276344501408941,volatile,1.1908623822253146,0.006520122003575768,0.01990059958826641,qaoa_transfer_vs_random_uniform_compute_transfer,qaoa_transfer
x05_stress_20231222_do_not_sell,qaoa_transfer,OK,1.0747013509770411,True,1.1789247977277144,0.10422344675067308,stress,1.0747013509770411,random_uniform_compute_transfer,OK,1.076133786141932,True,1.1789247977277144,0.10422344675067308,stress,1.076133786141932,0.0014324351648908884,0.013743885944566861,qaoa_transfer_vs_random_uniform_compute_transfer,qaoa_transfer
